Date,Close/Last,Volume,Open,High,Low
12/14/2017,$231.82,2860127,$233.06,$233.15,$227.81
12/13/2017,$233.24,2218181,$234.88,$237.17,$231.85
12/12/2017,$232.73,1911403,$231.51,$232.9499,$229.92
12/11/2017,$233.54,1994468,$235.50,$236.63,$233.165
12/08/2017,$234.59,2151303,$236.91,$237.74,$234.43
12/07/2017,$233.01,1788912,$231.16,$235.659,$231.0057
12/06/2017,$231.15,2107548,$228.35,$231.89,$227.22
12/05/2017,$231.75,2874133,$226.00,$234.10,$225.50
12/04/2017,$229.66,3325426,$237.71,$237.9115,$226.35
12/01/2017,$235.07,2387146,$233.65,$238.64,$232.51
11/30/2017,$238.58,3127218,$237.38,$239.19,$235.19
11/29/2017,$235.49,3530026,$242.32,$243.88,$229.01
11/28/2017,$244.03,2342548,$249.00,$249.00,$241.91
11/27/2017,$247.02,2018783,$246.00,$248.97,$245.62
11/24/2017,$249.42,1610892,$249.50,$250.3724,$245.73
11/22/2017,$249.65,3477464,$246.75,$252.90,$246.3908
11/21/2017,$244.30,2591715,$242.00,$246.90,$240.198
11/20/2017,$238.54,2078555,$241.00,$242.63,$237.66
11/17/2017,$239.27,2224855,$241.80,$243.04,$239.01
11/16/2017,$239.32,2262767,$236.71,$240.71,$234.2608
11/15/2017,$234.21,2656171,$232.01,$234.84,$226.01
11/14/2017,$234.92,1561131,$236.60,$237.00,$232.92
11/13/2017,$237.37,1712006,$234.69,$238.46,$232.02
11/10/2017,$237.40,1461480,$239.58,$239.58,$236.50
11/09/2017,$240.06,2564732,$237.99,$240.55,$236.29
11/08/2017,$241.18,2087088,$243.63,$244.525,$238.80
11/07/2017,$243.47,1631315,$246.62,$247.92,$242.41
11/06/2017,$244.53,1833364,$242.71,$246.70,$240.80
11/03/2017,$241.54,1622040,$242.65,$244.39,$240.32
11/02/2017,$242.09,2578964,$246.37,$247.225,$239.50
11/01/2017,$245.43,3615173,$247.71,$251.18,$245.26
10/31/2017,$243.94,3757234,$238.00,$244.409,$235.03
10/30/2017,$236.42,5105438,$240.96,$244.55,$232.44
10/27/2017,$239.37,10848600,$241.82,$247.39,$235.73
10/26/2017,$260.62,3640570,$262.06,$265.51,$259.47
10/25/2017,$263.04,3118904,$264.68,$268.51,$257.69
10/24/2017,$264.00,1640690,$266.20,$266.80,$263.115
10/23/2017,$266.13,2014577,$266.10,$267.87,$261.511
10/20/2017,$264.90,2115217,$268.40,$269.80,$264.35
10/19/2017,$264.52,2981269,$262.26,$265.53,$259.15
10/18/2017,$268.97,2156627,$271.10,$271.49,$266.97
10/17/2017,$270.32,3191321,$273.70,$274.97,$269.44
10/16/2017,$272.82,3614577,$264.98,$273.07,$264.00
10/13/2017,$262.68,2111045,$260.11,$264.66,$259.61
10/12/2017,$259.33,2185652,$259.53,$261.36,$258.06
10/11/2017,$260.32,2796646,$261.06,$263.44,$258.51
10/10/2017,$262.41,4283551,$254.36,$262.69,$253.52
10/09/2017,$252.22,2402074,$248.16,$254.28,$247.4345
10/06/2017,$247.69,1342558,$244.83,$247.86,$244.163
10/05/2017,$245.27,2155628,$246.49,$247.50,$242.22
10/04/2017,$243.97,1754219,$246.26,$247.00,$243.67
10/03/2017,$247.00,1997379,$250.00,$250.49,$246.51
10/02/2017,$248.67,2319934,$248.62,$250.57,$246.50
09/29/2017,$247.69,3402070,$242.03,$248.00,$242.03
09/28/2017,$241.28,1957971,$238.47,$242.37,$237.20
09/27/2017,$239.82,2157364,$240.02,$240.75,$237.361
09/26/2017,$236.19,2392162,$236.29,$240.00,$234.99
09/25/2017,$234.49,3485751,$239.87,$239.90,$230.58
09/22/2017,$240.57,1921756,$237.82,$242.70,$237.19
09/21/2017,$238.92,2006433,$239.21,$239.69,$235.35
09/20/2017,$237.96,2007673,$238.50,$240.40,$235.51
09/19/2017,$237.85,2329093,$239.03,$240.125,$235.70
09/18/2017,$239.07,2908072,$236.79,$240.43,$235.58
09/15/2017,$235.21,5226688,$237.87,$239.16,$235.21
09/14/2017,$237.33,2511505,$235.00,$238.46,$234.80
09/13/2017,$236.41,2765238,$237.57,$239.00,$235.45
09/12/2017,$237.60,2411724,$234.95,$237.93,$233.84
09/11/2017,$233.50,2244216,$232.39,$234.62,$232.21
09/08/2017,$229.23,1831483,$232.78,$235.00,$228.73
09/07/2017,$233.18,2470671,$226.00,$233.54,$225.71
09/06/2017,$226.97,1999620,$226.00,$228.96,$223.54
09/05/2017,$225.30,3159336,$231.29,$232.47,$224.58
09/01/2017,$232.64,2657661,$228.26,$233.79,$226.61
08/31/2017,$228.05,2416136,$224.00,$228.68,$222.61
08/30/2017,$223.88,1864379,$221.80,$224.71,$220.36
08/29/2017,$220.69,2033130,$216.00,$221.70,$213.528
08/28/2017,$219.99,2993248,$225.92,$226.79,$219.36
08/25/2017,$225.55,2441392,$224.96,$229.43,$224.44
08/24/2017,$224.86,2151331,$226.12,$226.7499,$224.11
08/23/2017,$224.99,1835460,$224.85,$225.71,$223.63
08/22/2017,$226.11,2462140,$224.49,$226.49,$222.775
08/21/2017,$222.48,2731132,$223.50,$227.9492,$221.88
08/18/2017,$220.69,3053687,$220.77,$221.19,$218.50
08/17/2017,$221.05,2653054,$226.42,$227.0193,$220.36
08/16/2017,$226.14,2214086,$228.00,$228.98,$225.71
08/15/2017,$225.33,2140210,$226.10,$227.66,$223.57
08/14/2017,$223.69,2446865,$223.51,$224.77,$221.00
08/11/2017,$223.49,3327837,$218.60,$224.66,$216.20
08/10/2017,$222.57,4166496,$227.50,$228.99,$220.47
08/09/2017,$230.30,2513738,$227.19,$230.49,$225.36
08/08/2017,$229.45,4021194,$226.60,$233.37,$226.54
08/07/2017,$227.16,2997829,$225.60,$228.99,$224.77
08/04/2017,$226.05,3520324,$227.28,$230.34,$225.70
08/03/2017,$227.39,3433077,$221.00,$227.9699,$220.551
08/02/2017,$221.96,3688166,$224.12,$224.64,$218.58
08/01/2017,$225.60,4340497,$227.14,$227.98,$222.17
07/31/2017,$226.35,8559579,$223.59,$230.00,$223.05
07/28/2017,$220.00,12587490,$211.01,$225.60,$208.80
07/27/2017,$201.00,5157824,$204.01,$205.60,$197.11
07/26/2017,$201.17,3487979,$196.85,$201.23,$196.75
07/25/2017,$197.05,2924618,$198.50,$198.65,$195.97
07/24/2017,$198.65,3926531,$193.975,$199.25,$193.02
07/21/2017,$193.18,1850685,$190.96,$193.20,$190.56
07/20/2017,$191.32,1570531,$192.26,$192.86,$190.79
07/19/2017,$190.91,2123333,$190.80,$192.35,$189.56
07/18/2017,$189.51,1779135,$187.23,$190.10,$186.69
07/17/2017,$188.23,2797457,$189.12,$191.779,$186.89
07/14/2017,$188.55,1665294,$187.99,$189.00,$187.525
07/13/2017,$186.92,2225214,$187.47,$188.98,$186.15
07/12/2017,$186.76,1894666,$185.81,$187.56,$185.26
07/11/2017,$184.41,1539008,$183.20,$184.56,$181.83
07/10/2017,$182.93,1467341,$182.31,$183.94,$181.59
07/07/2017,$181.40,1444651,$181.79,$182.78,$179.92
07/06/2017,$181.79,2414594,$183.88,$183.89,$180.678
07/05/2017,$183.83,4442764,$186.37,$187.25,$182.17
07/03/2017,$179.97,1917192,$179.90,$183.50,$179.63
06/30/2017,$178.86,2083678,$180.44,$180.88,$178.3101
06/29/2017,$179.63,3124343,$177.54,$180.455,$177.22
06/28/2017,$178.00,2632067,$177.00,$178.72,$175.83
06/27/2017,$175.60,2523216,$178.52,$178.65,$175.10
06/26/2017,$178.46,2061894,$180.59,$181.74,$178.35
06/23/2017,$178.14,1765066,$180.32,$180.55,$177.61
06/22/2017,$179.33,1748808,$179.25,$180.714,$177.99
06/21/2017,$180.17,2073868,$179.14,$181.00,$177.93
06/20/2017,$177.85,1762543,$177.69,$178.42,$176.93
06/19/2017,$176.93,2502649,$176.38,$179.23,$175.8001
06/16/2017,$173.88,2491598,$176.41,$176.41,$173.66
06/15/2017,$176.33,2715667,$176.19,$176.99,$173.52
